concept_id,magnitude
0,1603.9539794865996
1,1057.6117424325785
2,1998.9909299239516
3,1199.691360004712
4,1089.887030405458
5,646.2328306318959
6,605.8497786500957
7,778.1008896890562
8,646.0582242859527
9,572.4337578276172
10,869.5057317507453
11,529.2713291172404
12,1248.4587185499258
13,526.8090227497742
14,766.9934977233643
15,884.258220857475
16,875.5120880429167
17,520.2102922707563
18,1418.2194152991287
19,594.0197134444024
20,636.3104187606368
21,530.5005995915271
22,567.0793357363436
23,767.8319227858447
24,668.8299872167408
25,634.8943734394852
26,528.4870324236108
27,543.6823914274573
28,567.9680126726162
29,1012.9513438961003
30,557.5512329936028
31,592.9034968153574
32,579.1507558808662
33,665.7875385424122
34,466.56335200043395
35,511.7654206539737
36,750.6810344324913
37,1101.7663142445963
38,554.4883291968144
39,584.3446476293029
40,631.4238973944448
41,922.1312558716163
42,574.663662399631
43,497.1430054772645
44,736.3748640196864
45,548.1129656201228
46,462.7663473992143
47,981.8188330796547
48,479.29029965098016
49,562.8853796983603
50,494.76317214081064
51,990.8049156258348
52,952.4624471412972
53,445.79478307883255
54,651.664078438771
55,454.10102385818027
56,557.2789616927039
57,578.8677798530553
58,475.48874802619684
59,913.4920868393965
60,547.0964936568635
61,448.99428809422534
62,479.1000656080432
63,560.7765626973705
64,535.9940310819075
65,468.4107279588934
66,731.7815799533855
67,527.277320474619
68,695.6899930892978
69,538.4683177676052
70,522.9289815139491
71,768.9680191349471
72,479.7907614307478
73,471.08060780656524
74,442.7332746188622
75,520.6701243658317
76,523.5924123500008
77,808.7866925556445
78,524.2918647923507
79,436.55546119238716
80,766.5858508845558
81,460.8737961074803
82,486.84353981749155
83,444.3053905949928
84,670.1120978930267
85,467.3945723604411
86,593.6640384504572
87,458.2793543925509
88,495.5281545413891
89,750.7272841074737
90,510.7814643988386
91,440.56553376675583
92,538.3788090642774
93,471.7343167811632
94,773.8322848067619
95,496.1236520954408
96,494.2197420836892
97,424.41821545758285
98,514.6805013306439
99,447.92154805071186
100,430.6202451187419
101,860.5803348105401
102,767.1602131773252
103,415.5569636905566
104,476.50675938278437
105,536.5418986028526
106,544.062596393982
107,603.9124609020073
108,534.8368101133965
109,509.6941759751644
110,423.0199248827994
111,741.4830917099025
112,768.7111552283168
113,1185.6020363904536
114,1134.2303044977598
115,652.9897223876324
116,1000.9119317678269
117,437.94248754985165
118,916.0555454714922
119,497.9442261508666
120,918.3193008215167
121,547.3568773388397
122,466.47050065652
123,447.7042701544706
124,826.5421209237538
125,759.3535828534514
126,505.77083504293114
127,422.8736285918858
128,1166.1411236943677
129,489.8661426836625
130,616.1110696252435
